,1,0.5,0.2
760,4-5,4.0-4.4,4.2-4.3
761,4-5,4.0-4.4,4.0-4.1
762,4-5,4.5-4.9,4.4-4.5
763,4-5,4.5-4.9,4.4-4.5
764,4-5,4.0-4.4,4.4-4.5
765,4-5,4.0-4.4,4.2-4.3
766,3-4,3.0-3.4,3.2-3.3
767,4-5,4.0-4.4,4.0-4.1
768,4-5,4.0-4.4,4.4-4.5
769,4-5,4.5-4.9,4.4-4.5
770,4-5,4.0-4.4,4.2-4.3
771,3-4,3.5-3.9,3.4-3.5
772,4-5,4.0-4.4,4.2-4.3
773,3-4,3.5-3.9,3.6-3.7
774,4-5,4.0-4.4,4.4-4.5
775,4-5,4.0-4.4,4.4-4.5
776,4-5,4.5-4.9,4.4-4.5
777,3-4,3.5-3.9,3.6-3.7
778,4-5,4.5-4.9,4.4-4.5
779,4-5,4.0-4.4,4.4-4.5
780,4-5,4.5-4.9,4.4-4.5
781,4-5,4.5-4.9,4.6-4.7
782,4-5,4.0-4.4,4.2-4.3
783,4-5,4.0-4.4,4.2-4.3
784,4-5,4.0-4.4,4.0-4.1
785,4-5,4.0-4.4,4.2-4.3
786,4-5,4.0-4.4,4.2-4.3
787,4-5,4.0-4.4,4.0-4.1
788,4-5,4.5-4.9,4.6-4.7
789,4-5,4.5-4.9,4.4-4.5
790,4-5,4.0-4.4,4.0-4.1
791,4-5,4.0-4.4,4.4-4.5
792,4-5,4.0-4.4,4.4-4.5
793,4-5,4.0-4.4,4.0-4.1
794,4-5,4.0-4.4,4.2-4.3
795,4-5,4.5-4.9,4.6-4.7
796,4-5,4.0-4.4,4.2-4.3
797,4-5,4.0-4.4,4.0-4.1
798,4-5,4.5-4.9,4.6-4.7
799,4-5,4.5-4.9,4.4-4.5
800,4-5,4.0-4.4,4.2-4.3
801,4-5,4.0-4.4,4.2-4.3
802,4-5,4.0-4.4,4.4-4.5
803,3-4,3.5-3.9,3.8-3.9
804,1-2,1.5-1.9,1.8-1.9
805,4-5,4.0-4.4,4.0-4.1
806,4-5,4.0-4.4,4.2-4.3
807,4-5,4.0-4.4,4.4-4.5
808,4-5,4.5-4.9,4.4-4.5
809,4-5,4.5-4.9,4.4-4.5
810,4-5,4.5-4.9,4.6-4.7
811,4-5,4.0-4.4,4.2-4.3
812,4-5,4.0-4.4,4.2-4.3
813,4-5,4.0-4.4,4.2-4.3
814,4-5,4.0-4.4,4.0-4.1
815,4-5,4.0-4.4,4.2-4.3
816,4-5,4.0-4.4,4.2-4.3
817,4-5,4.5-4.9,4.4-4.5
818,4-5,4.5-5.0,4.8-5.0
819,4-5,4.0-4.4,4.4-4.5
820,4-5,4.5-4.9,4.4-4.5
821,4-5,4.0-4.4,4.2-4.3
822,3-4,3.5-3.9,3.6-3.7
823,4-5,4.5-4.9,4.4-4.5
824,4-5,4.0-4.4,4.0-4.1
825,4-5,4.5-4.9,4.4-4.5
826,4-5,4.0-4.4,4.2-4.3
827,4-5,4.0-4.4,4.2-4.3
828,3-4,3.5-3.9,3.8-3.9
829,4-5,4.0-4.4,4.4-4.5
830,4-5,4.0-4.4,4.2-4.3
831,4-5,4.5-4.9,4.4-4.5
832,4-5,4.0-4.4,4.2-4.3
833,4-5,4.5-4.9,4.4-4.5
834,4-5,4.0-4.4,4.4-4.5
835,3-4,3.0-3.4,3.0-3.1
836,3-4,3.0-3.4,3.0-3.1
837,4-5,4.0-4.4,4.0-4.1
838,4-5,4.5-4.9,4.6-4.7
839,4-5,4.0-4.4,4.4-4.5
840,4-5,4.0-4.4,4.4-4.5
841,4-5,4.5-4.9,4.6-4.7
842,4-5,4.5-5.0,4.8-5.0
843,3-4,3.5-3.9,3.8-3.9
844,4-5,4.0-4.4,4.4-4.5
845,3-4,3.5-3.9,3.6-3.7
846,4-5,4.0-4.4,4.0-4.1
847,3-4,3.0-3.4,3.2-3.3
848,4-5,4.0-4.4,4.2-4.3
849,4-5,4.0-4.4,4.2-4.3
850,4-5,4.0-4.4,4.4-4.5
851,4-5,4.5-4.9,4.4-4.5
852,4-5,4.0-4.4,4.0-4.1
853,4-5,4.0-4.4,4.4-4.5
854,3-4,3.5-3.9,3.6-3.7
855,4-5,4.0-4.4,4.2-4.3
856,4-5,4.0-4.4,4.2-4.3
857,4-5,4.0-4.4,4.4-4.5
858,4-5,4.0-4.4,4.4-4.5
859,4-5,4.0-4.4,4.2-4.3
860,3-4,3.0-3.4,3.0-3.1
861,4-5,4.0-4.4,4.4-4.5
862,4-5,4.5-4.9,4.6-4.7
863,4-5,4.0-4.4,4.2-4.3
864,3-4,3.5-3.9,3.8-3.9
865,4-5,4.0-4.4,4.0-4.1
866,4-5,4.0-4.4,4.2-4.3
867,4-5,4.5-4.9,4.4-4.5
868,4-5,4.5-4.9,4.4-4.5
869,4-5,4.0-4.4,4.2-4.3
870,4-5,4.5-4.9,4.4-4.5
871,4-5,4.0-4.4,4.0-4.1
872,4-5,4.5-4.9,4.4-4.5
873,4-5,4.0-4.4,4.0-4.1
874,4-5,4.5-4.9,4.4-4.5
875,4-5,4.5-4.9,4.4-4.5
876,3-4,3.5-3.9,3.6-3.7
877,4-5,4.5-4.9,4.4-4.5
878,4-5,4.5-4.9,4.4-4.5
879,4-5,4.5-4.9,4.4-4.5
880,4-5,4.5-4.9,4.4-4.5
881,3-4,3.5-3.9,3.6-3.7
882,2-3,2.0-2.4,2.2-2.3
883,3-4,3.0-3.4,3.2-3.3
884,4-5,4.0-4.4,4.0-4.1
885,4-5,4.0-4.4,4.2-4.3
886,4-5,4.0-4.4,4.2-4.3
887,4-5,4.5-5.0,4.8-5.0
888,4-5,4.5-4.9,4.4-4.5
889,4-5,4.0-4.4,4.4-4.5
890,4-5,4.5-4.9,4.6-4.7
891,4-5,4.5-4.9,4.4-4.5
892,4-5,4.5-4.9,4.4-4.5
893,4-5,4.0-4.4,4.2-4.3
894,4-5,4.0-4.4,4.4-4.5
895,4-5,4.5-4.9,4.8-4.9
896,3-4,3.0-3.4,3.2-3.3
897,4-5,4.5-4.9,4.4-4.5
898,3-4,3.5-3.9,3.8-3.9
899,4-5,4.0-4.4,4.2-4.3
900,4-5,4.5-4.9,4.6-4.7
901,4-5,4.5-4.9,4.4-4.5
902,4-5,4.0-4.4,4.0-4.1
903,4-5,4.5-4.9,4.4-4.5
904,4-5,4.0-4.4,4.2-4.3
905,3-4,3.5-3.9,3.6-3.7
906,4-5,4.0-4.4,4.0-4.1
907,4-5,4.0-4.4,4.2-4.3
908,4-5,4.5-4.9,4.8-4.9
909,4-5,4.5-4.9,4.6-4.7
910,4-5,4.5-4.9,4.4-4.5
911,3-4,3.5-3.9,3.4-3.5
912,4-5,4.5-5.0,4.8-5.0
913,3-4,3.0-3.4,3.2-3.3
914,4-5,4.0-4.4,4.4-4.5
915,4-5,4.5-4.9,4.6-4.7
916,4-5,4.0-4.4,4.2-4.3
917,4-5,4.5-4.9,4.4-4.5
918,4-5,4.5-4.9,4.4-4.5
919,4-5,4.0-4.4,4.2-4.3
920,4-5,4.5-4.9,4.4-4.5
921,3-4,3.5-3.9,3.6-3.7
922,4-5,4.0-4.4,4.2-4.3
923,4-5,4.0-4.4,4.2-4.3
924,4-5,4.0-4.4,4.4-4.5
925,4-5,4.5-4.9,4.4-4.5
926,4-5,4.0-4.4,4.0-4.1
927,4-5,4.5-4.9,4.4-4.5
928,3-4,3.5-3.9,3.6-3.7
929,4-5,4.0-4.4,4.4-4.5
930,4-5,4.0-4.4,4.4-4.5
931,4-5,4.5-4.9,4.4-4.5
932,4-5,4.0-4.4,4.2-4.3
933,4-5,4.5-5.0,4.8-5.0
934,3-4,3.5-3.9,3.6-3.7
935,4-5,4.0-4.4,4.4-4.5
936,4-5,4.0-4.4,4.2-4.3
937,3-4,3.5-3.9,3.6-3.7
938,4-5,4.0-4.4,4.4-4.5
939,4-5,4.0-4.4,4.4-4.5
940,3-4,3.5-3.9,3.6-3.7
941,4-5,4.5-4.9,4.6-4.7
942,4-5,4.5-4.9,4.4-4.5
943,4-5,4.0-4.4,4.2-4.3
944,4-5,4.0-4.4,4.0-4.1
945,4-5,4.5-4.9,4.6-4.7
946,4-5,4.0-4.4,4.2-4.3
947,4-5,4.0-4.4,4.4-4.5
948,4-5,4.5-4.9,4.4-4.5
949,4-5,4.5-4.9,4.4-4.5
950,4-5,4.0-4.4,4.4-4.5
951,4-5,4.5-4.9,4.4-4.5
952,4-5,4.0-4.4,4.2-4.3
953,4-5,4.0-4.4,4.0-4.1
954,4-5,4.5-4.9,4.8-4.9
955,4-5,4.0-4.4,4.0-4.1
956,4-5,4.0-4.4,4.4-4.5
957,4-5,4.0-4.4,4.2-4.3
958,4-5,4.5-4.9,4.4-4.5
959,4-5,4.5-4.9,4.6-4.7
960,3-4,3.5-3.9,3.6-3.7
961,4-5,4.0-4.4,4.4-4.5
962,4-5,4.0-4.4,4.4-4.5
963,4-5,4.5-4.9,4.4-4.5
964,3-4,3.0-3.4,3.2-3.3
965,4-5,4.0-4.4,4.0-4.1
966,4-5,4.5-4.9,4.4-4.5
967,3-4,3.5-3.9,3.8-3.9
968,4-5,4.5-4.9,4.6-4.7
969,4-5,4.5-4.9,4.4-4.5
970,4-5,4.0-4.4,4.2-4.3
971,4-5,4.0-4.4,4.2-4.3
972,4-5,4.0-4.4,4.2-4.3
973,3-4,3.5-3.9,3.6-3.7
974,4-5,4.5-4.9,4.4-4.5
975,4-5,4.5-4.9,4.6-4.7
976,3-4,3.0-3.4,3.2-3.3
977,4-5,4.5-4.9,4.4-4.5
978,4-5,4.0-4.4,4.2-4.3
979,3-4,3.5-3.9,3.8-3.9
980,4-5,4.5-4.9,4.4-4.5
981,3-4,3.0-3.4,3.2-3.3
982,4-5,4.0-4.4,4.4-4.5
983,3-4,3.5-3.9,3.6-3.7
984,4-5,4.0-4.4,4.2-4.3
985,4-5,4.0-4.4,4.0-4.1
986,4-5,4.0-4.4,4.2-4.3
987,4-5,4.0-4.4,4.2-4.3
988,4-5,4.5-4.9,4.4-4.5
989,4-5,4.0-4.4,4.4-4.5
990,4-5,4.0-4.4,4.2-4.3
991,4-5,4.0-4.4,4.2-4.3
992,4-5,4.0-4.4,4.0-4.1
993,4-5,4.5-5.0,4.8-5.0
994,4-5,4.5-4.9,4.4-4.5
995,4-5,4.0-4.4,4.2-4.3
996,4-5,4.0-4.4,4.4-4.5
997,4-5,4.5-4.9,4.4-4.5
998,4-5,4.5-4.9,4.4-4.5
999,4-5,4.0-4.4,4.0-4.1
1000,4-5,4.5-4.9,4.4-4.5
1001,3-4,3.0-3.4,3.2-3.3
1002,4-5,4.0-4.4,4.2-4.3
1003,4-5,4.5-4.9,4.4-4.5
1004,4-5,4.5-4.9,4.4-4.5
1005,4-5,4.0-4.4,4.2-4.3
1006,4-5,4.5-4.9,4.4-4.5
1007,4-5,4.5-4.9,4.4-4.5
1008,4-5,4.0-4.4,4.2-4.3
1009,3-4,3.5-3.9,3.4-3.5
1010,4-5,4.5-4.9,4.6-4.7
1011,4-5,4.0-4.4,4.2-4.3
1012,4-5,4.0-4.4,4.0-4.1
1013,4-5,4.5-4.9,4.4-4.5
1014,4-5,4.0-4.4,4.0-4.1
1015,4-5,4.0-4.4,4.2-4.3
1016,3-4,3.5-3.9,3.8-3.9
1017,3-4,3.5-3.9,3.6-3.7
1018,4-5,4.0-4.4,4.2-4.3
1019,3-4,3.5-3.9,3.6-3.7
1020,2-3,2.5-2.9,2.6-2.7
1021,4-5,4.5-4.9,4.4-4.5
1022,3-4,3.5-3.9,3.6-3.7
1023,3-4,3.5-3.9,3.4-3.5
1024,4-5,4.5-4.9,4.4-4.5
1025,4-5,4.0-4.4,4.4-4.5
1026,4-5,4.0-4.4,4.4-4.5
1027,4-5,4.0-4.4,4.4-4.5
1028,4-5,4.0-4.4,4.2-4.3
1029,3-4,3.5-3.9,3.8-3.9
1030,4-5,4.0-4.4,4.0-4.1
1031,4-5,4.0-4.4,4.2-4.3
1032,4-5,4.0-4.4,4.2-4.3
1033,4-5,4.5-4.9,4.4-4.5
1034,4-5,4.0-4.4,4.4-4.5
1035,4-5,4.5-5.0,4.8-5.0
1036,4-5,4.0-4.4,4.2-4.3
1037,4-5,4.0-4.4,4.2-4.3
1038,4-5,4.0-4.4,4.2-4.3
1039,4-5,4.5-4.9,4.4-4.5
1040,3-4,3.0-3.4,3.2-3.3
1041,4-5,4.0-4.4,4.2-4.3
1042,4-5,4.5-4.9,4.8-4.9
1043,4-5,4.5-4.9,4.4-4.5
1044,4-5,4.0-4.4,4.2-4.3
1045,3-4,3.5-3.9,3.6-3.7
1046,4-5,4.0-4.4,4.4-4.5
1047,4-5,4.0-4.4,4.2-4.3
1048,4-5,4.0-4.4,4.2-4.3
1049,4-5,4.5-4.9,4.6-4.7
1050,3-4,3.5-3.9,3.8-3.9
1051,4-5,4.5-4.9,4.6-4.7
1052,4-5,4.0-4.4,4.2-4.3
1053,4-5,4.5-4.9,4.4-4.5
1054,4-5,4.0-4.4,4.2-4.3
1055,4-5,4.0-4.4,4.4-4.5
1056,2-3,2.5-2.9,2.8-2.9
1057,4-5,4.0-4.4,4.0-4.1
1058,4-5,4.0-4.4,4.4-4.5
1059,4-5,4.5-4.9,4.4-4.5
1060,4-5,4.5-4.9,4.4-4.5
1061,4-5,4.0-4.4,4.4-4.5
1062,4-5,4.0-4.4,4.2-4.3
1063,4-5,4.5-4.9,4.4-4.5
1064,4-5,4.0-4.4,4.2-4.3
1065,4-5,4.0-4.4,4.0-4.1
1066,4-5,4.0-4.4,4.0-4.1
1067,4-5,4.0-4.4,4.2-4.3
1068,4-5,4.0-4.4,4.0-4.1
1069,4-5,4.0-4.4,4.2-4.3
1070,4-5,4.0-4.4,4.2-4.3
1071,4-5,4.0-4.4,4.4-4.5
1072,4-5,4.0-4.4,4.4-4.5
1073,2-3,2.5-2.9,2.6-2.7
1074,3-4,3.5-3.9,3.6-3.7
1075,4-5,4.5-4.9,4.4-4.5
1076,4-5,4.0-4.4,4.2-4.3
1077,4-5,4.0-4.4,4.0-4.1
1078,4-5,4.0-4.4,4.2-4.3
1079,4-5,4.0-4.4,4.0-4.1
1080,4-5,4.5-4.9,4.4-4.5
1081,4-5,4.0-4.4,4.2-4.3
1082,3-4,3.5-3.9,3.6-3.7
1083,4-5,4.5-4.9,4.6-4.7
1084,4-5,4.5-4.9,4.4-4.5
1085,4-5,4.0-4.4,4.2-4.3
1086,4-5,4.5-4.9,4.4-4.5
1087,4-5,4.5-4.9,4.4-4.5
1088,4-5,4.0-4.4,4.0-4.1
1089,4-5,4.5-4.9,4.8-4.9
1090,4-5,4.5-4.9,4.4-4.5
1091,4-5,4.5-4.9,4.6-4.7
1092,4-5,4.5-4.9,4.4-4.5
1093,4-5,4.0-4.4,4.2-4.3
1094,4-5,4.5-4.9,4.4-4.5
1095,4-5,4.5-4.9,4.4-4.5
1096,4-5,4.0-4.4,4.2-4.3
1097,4-5,4.5-4.9,4.4-4.5
1098,4-5,4.5-4.9,4.6-4.7
1099,4-5,4.5-4.9,4.6-4.7
1100,4-5,4.0-4.4,4.4-4.5
1101,4-5,4.0-4.4,4.0-4.1
1102,2-3,2.0-2.4,2.2-2.3
1103,4-5,4.0-4.4,4.4-4.5
1104,4-5,4.5-4.9,4.4-4.5
1105,4-5,4.0-4.4,4.2-4.3
1106,4-5,4.0-4.4,4.4-4.5
1107,4-5,4.0-4.4,4.0-4.1
1108,4-5,4.0-4.4,4.2-4.3
1109,4-5,4.0-4.4,4.2-4.3
1110,4-5,4.0-4.4,4.2-4.3
1111,4-5,4.0-4.4,4.0-4.1
1112,4-5,4.0-4.4,4.2-4.3
1113,4-5,4.0-4.4,4.2-4.3
1114,4-5,4.5-4.9,4.4-4.5
1115,4-5,4.0-4.4,4.0-4.1
1116,3-4,3.5-3.9,3.8-3.9
1117,4-5,4.0-4.4,4.0-4.1
1118,3-4,3.5-3.9,3.8-3.9
1119,3-4,3.5-3.9,3.6-3.7
1120,4-5,4.0-4.4,4.2-4.3
1121,4-5,4.0-4.4,4.2-4.3
1122,4-5,4.0-4.4,4.4-4.5
1123,4-5,4.5-4.9,4.4-4.5
1124,3-4,3.5-3.9,3.8-3.9
1125,4-5,4.5-4.9,4.6-4.7
1126,3-4,3.5-3.9,3.4-3.5
1127,4-5,4.5-4.9,4.6-4.7
1128,4-5,4.0-4.4,4.2-4.3
1129,4-5,4.0-4.4,4.2-4.3
1130,4-5,4.0-4.4,4.0-4.1
1131,4-5,4.0-4.4,4.2-4.3
1132,4-5,4.0-4.4,4.0-4.1
1133,4-5,4.0-4.4,4.4-4.5
1134,4-5,4.5-4.9,4.4-4.5
1135,4-5,4.0-4.4,4.2-4.3
1136,4-5,4.5-5.0,4.8-5.0
1137,4-5,4.0-4.4,4.0-4.1
1138,4-5,4.0-4.4,4.4-4.5
1139,4-5,4.5-4.9,4.4-4.5
1140,4-5,4.5-4.9,4.4-4.5
1141,3-4,3.5-3.9,3.6-3.7
1142,4-5,4.5-4.9,4.4-4.5
1143,4-5,4.5-4.9,4.4-4.5
1144,4-5,4.0-4.4,4.4-4.5
1145,2-3,2.0-2.4,2.2-2.3
1146,4-5,4.5-4.9,4.6-4.7
1147,4-5,4.5-4.9,4.4-4.5
1148,4-5,4.5-4.9,4.6-4.7
1149,4-5,4.5-4.9,4.6-4.7
1150,4-5,4.5-5.0,4.8-5.0
1151,4-5,4.0-4.4,4.4-4.5
1152,4-5,4.0-4.4,4.2-4.3
1153,4-5,4.0-4.4,4.0-4.1
1154,3-4,3.5-3.9,3.6-3.7
1155,4-5,4.0-4.4,4.2-4.3
1156,3-4,3.5-3.9,3.4-3.5
1157,4-5,4.5-4.9,4.6-4.7
1158,4-5,4.5-4.9,4.4-4.5
1159,4-5,4.0-4.4,4.4-4.5
1160,4-5,4.5-4.9,4.8-4.9
1161,4-5,4.5-4.9,4.4-4.5
1162,2-3,2.0-2.4,2.2-2.3
1163,4-5,4.0-4.4,4.2-4.3
1164,4-5,4.0-4.4,4.0-4.1
1165,4-5,4.5-4.9,4.4-4.5
1166,4-5,4.5-4.9,4.4-4.5
1167,4-5,4.5-4.9,4.4-4.5
1168,4-5,4.0-4.4,4.4-4.5
1169,3-4,3.5-3.9,3.8-3.9
1170,4-5,4.5-5.0,4.8-5.0
1171,3-4,3.5-3.9,3.6-3.7
1172,3-4,3.5-3.9,3.8-3.9
1173,4-5,4.0-4.4,4.2-4.3
1174,4-5,4.5-4.9,4.6-4.7
1175,4-5,4.0-4.4,4.0-4.1
1176,4-5,4.5-4.9,4.6-4.7
1177,4-5,4.5-4.9,4.6-4.7
1178,4-5,4.0-4.4,4.2-4.3
1179,3-4,3.5-3.9,3.6-3.7
1180,4-5,4.5-4.9,4.4-4.5
1181,4-5,4.0-4.4,4.2-4.3
1182,4-5,4.0-4.4,4.4-4.5
1183,4-5,4.5-4.9,4.4-4.5
1184,3-4,3.0-3.4,3.2-3.3
1185,4-5,4.5-4.9,4.6-4.7
1186,4-5,4.5-4.9,4.6-4.7
1187,4-5,4.0-4.4,4.2-4.3
1188,4-5,4.0-4.4,4.2-4.3
1189,3-4,3.5-3.9,3.6-3.7
1190,3-4,3.5-3.9,3.6-3.7
1191,4-5,4.0-4.4,4.4-4.5
1192,4-5,4.0-4.4,4.2-4.3
1193,4-5,4.0-4.4,4.0-4.1
1194,4-5,4.0-4.4,4.0-4.1
1195,4-5,4.0-4.4,4.4-4.5
1196,4-5,4.5-4.9,4.4-4.5
1197,4-5,4.5-4.9,4.4-4.5
1198,4-5,4.0-4.4,4.0-4.1
1199,4-5,4.5-4.9,4.4-4.5
1200,4-5,4.0-4.4,4.2-4.3
1201,4-5,4.0-4.4,4.0-4.1
1202,4-5,4.0-4.4,4.4-4.5
1203,4-5,4.0-4.4,4.0-4.1
1204,4-5,4.5-4.9,4.6-4.7
1205,4-5,4.0-4.4,4.2-4.3
1206,4-5,4.0-4.4,4.0-4.1
1207,4-5,4.0-4.4,4.4-4.5
1208,4-5,4.0-4.4,4.2-4.3
1209,3-4,3.5-3.9,3.8-3.9
1210,4-5,4.5-4.9,4.4-4.5
1211,3-4,3.0-3.4,3.2-3.3
1212,2-3,2.5-2.9,2.8-2.9
1213,4-5,4.0-4.4,4.0-4.1
1214,4-5,4.5-4.9,4.6-4.7
1215,3-4,3.5-3.9,3.6-3.7
1216,4-5,4.5-4.9,4.6-4.7
1217,4-5,4.5-4.9,4.4-4.5
1218,3-4,3.5-3.9,3.6-3.7
1219,4-5,4.0-4.4,4.4-4.5
1220,4-5,4.0-4.4,4.2-4.3
1221,4-5,4.0-4.4,4.2-4.3
1222,4-5,4.0-4.4,4.4-4.5
1223,4-5,4.5-4.9,4.6-4.7
1224,4-5,4.5-4.9,4.4-4.5
1225,2-3,2.5-2.9,2.6-2.7
1226,4-5,4.0-4.4,4.4-4.5
1227,2-3,2.5-2.9,2.8-2.9
1228,4-5,4.0-4.4,4.2-4.3
1229,4-5,4.0-4.4,4.2-4.3
1230,4-5,4.0-4.4,4.0-4.1
1231,4-5,4.5-4.9,4.6-4.7
1232,4-5,4.0-4.4,4.2-4.3
1233,4-5,4.0-4.4,4.2-4.3
1234,4-5,4.0-4.4,4.2-4.3
1235,4-5,4.0-4.4,4.0-4.1
1236,4-5,4.5-4.9,4.6-4.7
1237,2-3,2.5-2.9,2.6-2.7
1238,4-5,4.5-4.9,4.4-4.5
1239,3-4,3.5-3.9,3.4-3.5
1240,4-5,4.0-4.4,4.2-4.3
1241,4-5,4.0-4.4,4.0-4.1
1242,4-5,4.0-4.4,4.0-4.1
1243,4-5,4.5-4.9,4.4-4.5
1244,4-5,4.0-4.4,4.0-4.1
1245,4-5,4.5-4.9,4.4-4.5
1246,4-5,4.0-4.4,4.0-4.1
1247,4-5,4.0-4.4,4.2-4.3
1248,4-5,4.0-4.4,4.2-4.3
1249,4-5,4.0-4.4,4.2-4.3
1250,4-5,4.5-4.9,4.4-4.5
1251,4-5,4.0-4.4,4.2-4.3
1252,4-5,4.0-4.4,4.2-4.3
1253,2-3,2.5-2.9,2.8-2.9
1254,4-5,4.5-4.9,4.6-4.7
1255,4-5,4.5-4.9,4.4-4.5
1256,4-5,4.0-4.4,4.4-4.5
1257,4-5,4.0-4.4,4.0-4.1
1258,4-5,4.0-4.4,4.2-4.3
1259,3-4,3.5-3.9,3.6-3.7
1260,4-5,4.5-4.9,4.4-4.5
1261,3-4,3.5-3.9,3.6-3.7
1262,3-4,3.5-3.9,3.6-3.7
1263,4-5,4.5-4.9,4.4-4.5
1264,4-5,4.5-4.9,4.4-4.5
1265,4-5,4.0-4.4,4.0-4.1
1266,4-5,4.0-4.4,4.4-4.5
1267,3-4,3.5-3.9,3.6-3.7
1268,4-5,4.0-4.4,4.2-4.3
1269,4-5,4.0-4.4,4.0-4.1
1270,4-5,4.0-4.4,4.0-4.1
1271,4-5,4.0-4.4,4.2-4.3
1272,4-5,4.0-4.4,4.4-4.5
1273,4-5,4.0-4.4,4.0-4.1
1274,4-5,4.0-4.4,4.4-4.5
1275,4-5,4.0-4.4,4.2-4.3
1276,4-5,4.5-4.9,4.4-4.5
1277,4-5,4.0-4.4,4.2-4.3
1278,3-4,3.5-3.9,3.6-3.7
1279,4-5,4.0-4.4,4.4-4.5
1280,4-5,4.0-4.4,4.2-4.3
1281,4-5,4.5-4.9,4.4-4.5
1282,4-5,4.5-4.9,4.4-4.5
1283,4-5,4.0-4.4,4.0-4.1
1284,4-5,4.5-4.9,4.4-4.5
1285,4-5,4.5-4.9,4.6-4.7
1286,4-5,4.0-4.4,4.4-4.5
1287,3-4,3.5-3.9,3.8-3.9
1288,3-4,3.0-3.4,3.0-3.1
1289,4-5,4.0-4.4,4.4-4.5
1290,4-5,4.0-4.4,4.2-4.3
1291,4-5,4.0-4.4,4.4-4.5
1292,4-5,4.5-4.9,4.4-4.5
1293,4-5,4.0-4.4,4.2-4.3
1294,4-5,4.5-4.9,4.4-4.5
1295,4-5,4.0-4.4,4.0-4.1
1296,4-5,4.5-4.9,4.4-4.5
1297,4-5,4.5-4.9,4.4-4.5
1298,2-3,2.5-2.9,2.4-2.5
1299,4-5,4.0-4.4,4.0-4.1
1300,4-5,4.0-4.4,4.2-4.3
1301,4-5,4.0-4.4,4.2-4.3
1302,4-5,4.5-5.0,4.8-5.0
1303,4-5,4.5-4.9,4.4-4.5
1304,3-4,3.5-3.9,3.8-3.9
1305,4-5,4.0-4.4,4.2-4.3
1306,4-5,4.5-4.9,4.4-4.5
1307,4-5,4.0-4.4,4.0-4.1
1308,4-5,4.0-4.4,4.2-4.3
1309,4-5,4.5-4.9,4.4-4.5
1310,4-5,4.0-4.4,4.0-4.1
1311,4-5,4.0-4.4,4.4-4.5
1312,4-5,4.0-4.4,4.4-4.5
1313,3-4,3.5-3.9,3.6-3.7
1314,4-5,4.0-4.4,4.2-4.3
1315,4-5,4.5-4.9,4.4-4.5
1316,4-5,4.0-4.4,4.0-4.1
1317,4-5,4.0-4.4,4.2-4.3
1318,3-4,3.5-3.9,3.4-3.5
1319,4-5,4.0-4.4,4.4-4.5
1320,4-5,4.5-5.0,4.8-5.0
1321,4-5,4.0-4.4,4.2-4.3
1322,4-5,4.5-4.9,4.4-4.5
1323,4-5,4.0-4.4,4.4-4.5
1324,3-4,3.5-3.9,3.8-3.9
1325,4-5,4.0-4.4,4.2-4.3
1326,4-5,4.5-5.0,4.8-5.0
1327,4-5,4.0-4.4,4.2-4.3
1328,4-5,4.5-4.9,4.4-4.5
1329,4-5,4.5-4.9,4.4-4.5
1330,4-5,4.5-4.9,4.4-4.5
1331,4-5,4.0-4.4,4.0-4.1
1332,4-5,4.5-5.0,4.8-5.0
1333,4-5,4.5-4.9,4.4-4.5
1334,4-5,4.0-4.4,4.2-4.3
1335,4-5,4.0-4.4,4.2-4.3
1336,3-4,3.5-3.9,3.8-3.9
1337,3-4,3.0-3.4,3.0-3.1
1338,2-3,2.5-2.9,2.6-2.7
1339,4-5,4.0-4.4,4.0-4.1
1340,4-5,4.5-4.9,4.4-4.5
1341,4-5,4.0-4.4,4.0-4.1
1342,4-5,4.0-4.4,4.0-4.1
1343,4-5,4.0-4.4,4.0-4.1
1344,4-5,4.5-4.9,4.4-4.5
1345,4-5,4.5-4.9,4.4-4.5
1346,4-5,4.5-4.9,4.4-4.5
1347,4-5,4.0-4.4,4.4-4.5
1348,4-5,4.0-4.4,4.2-4.3
1349,4-5,4.0-4.4,4.2-4.3
1350,4-5,4.0-4.4,4.0-4.1
1351,3-4,3.0-3.4,3.2-3.3
1352,4-5,4.0-4.4,4.0-4.1
1353,4-5,4.0-4.4,4.2-4.3
1354,4-5,4.0-4.4,4.4-4.5
1355,3-4,3.0-3.4,3.0-3.1
1356,3-4,3.5-3.9,3.8-3.9
1357,4-5,4.0-4.4,4.0-4.1
1358,4-5,4.5-4.9,4.6-4.7
1359,3-4,3.0-3.4,3.0-3.1
1360,3-4,3.5-3.9,3.6-3.7
1361,4-5,4.0-4.4,4.4-4.5
1362,4-5,4.0-4.4,4.4-4.5
1363,4-5,4.5-4.9,4.4-4.5
1364,3-4,3.5-3.9,3.6-3.7
1365,4-5,4.0-4.4,4.0-4.1
1366,4-5,4.0-4.4,4.2-4.3
1367,3-4,3.5-3.9,3.8-3.9
1368,4-5,4.0-4.4,4.4-4.5
1369,3-4,3.0-3.4,3.2-3.3
1370,4-5,4.5-5.0,4.8-5.0
1371,4-5,4.0-4.4,4.2-4.3
1372,4-5,4.0-4.4,4.2-4.3
1373,4-5,4.0-4.4,4.0-4.1
1374,2-3,2.0-2.4,2.2-2.3
1375,4-5,4.0-4.4,4.0-4.1
1376,3-4,3.5-3.9,3.6-3.7
1377,4-5,4.5-4.9,4.6-4.7
